Wine,Grape sort,Year,Region,Country,Acetoine,Acetaldehyde,Methanol,1-propanol,Ethyl lactate,Isobutanol,1-butanol,2-butanol,2-methyl-1-butanol,3-methyl-1-butanol,2-methyl-1-propanol,1-pentanol,1-hexanol,"2,3-butanediol",2-phenylethanol,3-(Methylthio)-1-propanol,Hexyl acetate,Ethyl octanoate,Diethyl succinate,2-phenylethyl acetate,Diethyl malate,Ethyl decanoate,Isoamyl alcohol,Isoamyl acetate,1-heptanol,Ethyl acetate,Isopropyl acetate,Isobutyl acetate,Ethyl butyrate,Ethyl hexanoate,Ethyl isovalerate,Pentyl acetate,Phenyl acetate,Ethyl caprylate,alpha-TERPINEOL,Linalool ,Nerol,Citronellol,Geraniol,1-octanol,Hexanoic acid,Octanoic acid,Decanoic acid,Propanoic acid,butyric acid,2-methylpropanoic acid,2-methylbutyric acid,3-methylbutyric acid,Dodecanoic acid,DOI,Descriptors,Herbs and spices,Tobacco/Smoke,Wood,Berries,Citrus,Fruits,Nuts,Coffee,Chocolate/Cacao,Flowers
MachoMan,Monastrell,2016, Murcia, Spain,0,0,0,0,8.76,0,0.13808,0,0,0,0,0,2.69,0,62.19,0,0.00753,0,1.25,0.08913,0.23836,0,383.79,1.08,0,0,0,0,0,0,0.02696,0,0,0.11609,0.00795,0.00454,0,0.0097,0,0.02249,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"red fruits, plum, cherry, balsamic notes, rosemary, thyme and menthol",1,0,0,1,0,1,0,0,0,0
Delampa Autor,Monastrell,2016, Murcia, Spain,0,0,0,0,11.47,0,0.3782,0,0,0,0,0,2.69,0,66.41,0,0.00702,0,2.07,0.10677,0.16754,0,405.9,1.36,0,0,0,0,0,0,0.04194,0,0,0.14513,0.00773,0.0049,0,0.00436,0,0.02278,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,fruity and woody notes,0,0,1,0,0,1,0,0,0,0
Equilibrio 9,Monastrell,2016, Murcia, Spain,0,0,0,0,12.68,0,0.45631,0,0,0,0,0,2.5,0,80.08,0,0.00708,0,2.18,0.12039,0.11387,0,443.9,1.53,0,0,0,0,0,0,0.04637,0,0,0.14379,0.00781,0.0047,0,0.00445,0,0.0246,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"ripe red berries and fruits, spices and mountain herbs",1,0,0,1,0,1,0,0,0,0
Equilibrio 4,Monastrell,2016, Murcia, Spain,0,0,0,0,11.01,0,0.36247,0,0,0,0,0,2.58,0,71.47,0,0.00809,0,2.03,0.11496,0.16319,0,434.96,1.44,0,0,0,0,0,0,0.04418,0,0,0.15551,0.00755,0.00497,0,0.00465,0,0.02064,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"black fruits, sweet spices and vanilla",1,0,0,0,0,1,0,0,0,0
Neton,Monastrell,2016, Murcia, Spain,0,0,0,0,11.65,0,0.49092,0,0,0,0,0,2.5,0,76,0,0.0071,0,1.98,0.12156,0.14035,0,441.31,1.45,0,0,0,0,0,0,0.04842,0,0,0.15967,0.00831,0.00464,0,0.00424,0,0.02156,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"black fruits, spicy, balsamic and roasted notes, vanilla",1,0,0,0,0,1,0,0,0,0
Casa Cisca,Monastrell,2016, Murcia, Spain,0,0,0,0,9.9,0,0.30668,0,0,0,0,0,2.94,0,71.37,0,0.00805,0,2.05,0.10682,0.18365,0,415.29,1.41,0,0,0,0,0,0,0.03545,0,0,0.17569,0.00765,0.0047,0,0.00519,0,0.01987,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"balsamic, earthy, spicy and mineral notes, ripe red plum and wild blackberry",1,0,0,1,0,1,0,0,0,0
El Tiempo que nos Une,Monastrell,2016, Murcia, Spain,0,0,0,0,9.62,0,0.31082,0,0,0,0,0,2.97,0,66.45,0,0.00929,0,2.34,0.11639,0,0,398.89,1.55,0,0,0,0,0,0,0.04171,0,0,0.19543,0.0092,0.00476,0,0.00473,0,0.02267,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2022.134324,"ripe dark fruits, minerals and coffee",0,0,0,0,0,1,0,1,0,0
Penna Lane,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,4.067,0,2,0,103,25,35,0,2,0,105,0,0.007,0.222,0,0.089,0,0.126,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,1.383,0.962,0.26,0,0,2.78,2.689,1.628,0,10.1007/s11274-012-1142-y,"spices, tobacco leaves, red cherries and black stone fruits, black cloves and anise, black currants and raspberries, cherries and mocha coffee",1,0,0,1,0,1,0,1,0,0
Mitchell Sevenhill Vineyard,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,2.83,0,1,0,115,263,38,0,2,0,119,0,0.005,0.301,0,0.084,0,0.121,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,1.66,1.163,0.289,0,0,1.932,3.356,2.415,0,10.1007/s11274-012-1142-y,"black currants, bay leaves, cherries and plums, Clare Valley mint and dark chocolate",1,0,0,1,0,1,0,0,1,0
Mount Horrocks,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,4.555,0,2,0,123,327,33,0,2,0,136,0,0.005,0.249,0,0.087,0,0.181,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,1.586,0.848,0.27,0,0,1.95,3.866,2.706,0,10.1007/s11274-012-1142-y,"black currant and rosehip, chocolate, black olive",1,0,0,1,0,0,0,0,1,0
Kaesler Wines,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,2.52,0,11,0,161,35,31,0,2,0,177,0,0.004,0.174,0,0.143,0,0.208,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,1.518,1.009,0.3,0,0,1.645,3.481,1.504,0,10.1007/s11274-012-1142-y,"cedar, vanilla, red currant and cherry",1,0,1,1,0,0,0,0,0,0
Longview Devils Elbow,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,1.829,0,2,0,122,277,41,0,2,0,129,0,0.007,0.244,0,0.092,0,0.111,0,0,0,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,1.366,0.918,0.244,0,0,2.252,3.06,2.148,0,10.1007/s11274-012-1142-y,"blackberries, foliage and dry",1,0,0,1,0,0,0,0,0,0
Leconfield,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,2.267,0,1,0,71,274,74,0,2,0,82,0,0.011,0.189,0,0.145,0,0.131,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,1.259,0.608,0.233,0,0,7.161,2.686,2.27,0,10.1007/s11274-012-1142-y,"blackcurrant and blackberry, cedar and cinnamon",1,0,1,1,0,0,0,0,0,0
Leeuwin Estate Art Series,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,5.371,0,1,0,142,329,55,0,2,0,129,0,0.007,0.236,0,0.117,0,0.141,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,1.219,1.031,0.271,0,0,2.22,2.585,1.769,0,10.1007/s11274-012-1142-y,"lime, grapefruit and roasted lemon, kaffir lime leaves, jasmine, vanilla and salted almonds",1,0,0,0,1,0,1,0,0,1
Tahbilk,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,9.114,0,3,0,49,268,50,0,2,0,301,0,0.003,0.162,0,0.134,0,0.13,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0.772,0.5,0.231,0,0,5.808,1.769,1.703,0,10.1007/s11274-012-1142-y,"black currant, dark plum and mulberry, Asian spices, mint and hints of mocha",1,0,0,1,0,1,0,0,0,0
Crawfold,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,12.372,0,2,0,41,194,72,0,2,0,236,0,0.007,0.108,0,0.321,0,0.109,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0.741,0.526,0.299,0,0,5.491,1.011,0.804,0,10.1007/s11274-012-1142-y,"fruity notes and earthy tones, spices, licorice and allspice, cassis, dark chocolate and a hint of bay",1,0,0,1,0,1,0,0,1,0
Lindeman's Trio St George,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,21.705,0,4,0,173,297,36,0,2,0,170,0,0.006,0.297,0,0.177,0,0.181,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0,0,1.523,1.147,0.373,0,0,3.019,7.754,2.798,0,10.1007/s11274-012-1142-y,dark berries and earthy,0,0,0,1,0,0,0,0,0,0
McGuigan The Shortlist,Cabernet Sauvignon,2006,Clare Valley,Australia,0,0,0,0,6.882,0,2,0,126,359,48,0,2,0,121,0,0.007,0.265,0,0.13,0,0.228,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,1.547,1.001,0.323,0,0,2.429,3.602,2.806,0,10.1007/s11274-012-1142-y,"blackberries, red berries, spicy hint of spices and herbs",1,0,0,1,0,0,0,0,0,0
Sannace,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.54,0,0.0068,0,7.52,7.52,0.74,0.0062,0.21,0.23,3.53,0,0,0.24,1.85,0.035,0.64,0.024,0,0.44,0.0029,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.83,1.05,0.13,0.006,0.085,0.046,0.037,0.068,0,10.1002/jsfa.10084,"rich, fruity, notes of raspberry and pomegranate, sour",0,0,0,1,0,1,0,0,0,0
Lunaria,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.58,0,0.01,0,7.59,7.59,0.75,0.0076,0.19,0.19,3.51,0,0,0.19,1.64,0.025,1.2,0.016,0,0.17,0.0023,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.87,1.055,0.11,0.007,0.077,0.04,0.035,0.059,0,10.1002/jsfa.10084,"ripe stone fruits, rose petals and herbs",1,0,0,0,0,1,0,0,0,1
Mastro Binelli Malvasia,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.65,0,0.011,0,7.61,7.61,0.79,0.0076,0.21,0.16,3.51,0,0,0.187,2.33,0.026,1.58,0.012,0,0.15,0.0027,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.9,1.03,0.11,0.007,0.089,0.044,0.036,0.063,0,10.1002/jsfa.10084,grapefruit and flowers,0,0,0,0,1,0,0,0,0,1
Malva Orange,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.62,0,0.012,0,8.14,8.14,0.72,0.0079,0.18,0.41,3.49,0,0,0.15,2.34,0.019,1.52,0.0094,0,0.044,0.0025,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0.86,0.96,0.093,0.0063,0.082,0.04,0.033,0.064,0,10.1002/jsfa.10084,"yellow and citrus fruits, flowers and dried herbs",1,0,0,0,1,1,0,0,0,1
APE,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.55,0,0.012,0,7.5,7.5,0.74,0.0087,0.16,0.27,3.37,0,0,0.155,1.75,0.033,0.99,0.01,0,0.14,0.0022,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.84,0.99,0.11,0.0062,0.077,0.04,0.038,0.049,0,10.1002/jsfa.10084,"white flowers and ripe tropical fruits with white pulp, herbal",1,0,0,0,0,1,0,0,0,1
Piume,Malvasia ,2015,Lazio, Italy,0,0,0,0,0.85,0,0.011,0,10.2,10.2,1.04,0.018,0.24,0.25,4.1,0,0,0.22,2.36,0.035,2.06,0.017,0,0.12,0.0036,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,1.06,1.22,0.15,0.0099,0.12,0.063,0.067,0.073,0,10.1002/jsfa.10084,"peach, citrus and white flowers",0,0,0,0,1,1,0,0,0,1
Fortius,Merlot,2009,Catalonia, Spain,0,0,0,0,40.2,0,0,0,0,0,0,0,796,0,0,0,5.97,538,1.99,142,0,432,0,0.23,0,16.4,0,26.2,71,131,0,0,0,0,0,7.03,5.12,9.25,0,0,3.55,3.7,0,0,0,0,0,0,0,10.1002/jsfa.6067,"red berries, nuances of spices and vanilla, fruity notes, velvety",1,0,0,1,0,1,0,0,0,0
Vinya Palau,Merlot,2009,Catalonia, Spain,0,0,0,0,25.6,0,0,0,0,0,0,0,728,0,0,0,1.4,424,2.78,96.4,0,364,0,0.105,0,18,0,9.39,35.1,67,0,0,0,0,22,7.39,2.68,9.35,0,0,4.2,2.85,0,0,0,0,0,0,0,10.1002/jsfa.6067,"ripe red fruits, spices, Mediterranean herbs and oak wood",1,0,1,0,0,1,0,0,0,0
Torres Atrium,Merlot,2009,Catalonia, Spain,0,0,0,0,53.6,0,0,0,0,0,0,0,802,0,0,0,5.82,911,3.43,139,0,801,0,0.232,0,13.7,0,28,75.5,130,0,0,0,0,0,7.21,4.23,10.1,0,0,4.26,3.61,0,0,0,0,0,0,0,10.1002/jsfa.6067,"ripe fruits, plum jam, blueberries, currants, truffles and bay leaves",1,0,0,1,0,1,0,0,0,0
Don Aurelio,Merlot,2009,Catalonia, Spain,0,0,0,0,45.8,0,0,0,0,0,0,0,808,0,0,0,2.94,316,0.435,148,0,256,0,0.2,0,21.3,0,9.87,57.5,116,0,0,0,0,0,6.76,6.51,7.68,0,0,2.69,3.05,0,0,0,0,0,0,0,10.1002/jsfa.6067,red fruits,0,0,0,0,0,1,0,0,0,0
Celebrities Merlot,Merlot,2009,Catalonia, Spain,0,0,0,0,32.4,0,0,0,0,0,0,0,766,0,0,0,1.75,375,2.43,139,0,279,0,0.13,0,15.1,0,12.2,38.7,123,0,0,0,0,0,6.86,6.23,8.32,0,0,3.13,2.89,0,0,0,0,0,0,0,10.1002/jsfa.6067,ripe berries and ripe fruits,0,0,0,1,0,1,0,0,0,0
Sietejuntos,Merlot,2009,Catalonia, Spain,0,0,0,0,60.6,0,0,0,0,0,0,0,778,0,0,0,2.5,360,1.75,149,0,308,0,0.16,0,14,0,13.8,46.5,115,0,0,0,0,0,6.75,6.42,8.45,0,0,2.89,3.19,0,0,0,0,0,0,0,10.1002/jsfa.6067,"cherries, blueberries, undergrowth, licorice, spices and wood",1,0,1,1,0,0,0,0,0,0
Ao Yun,Cabernet Franc,2016,Loess Plateau, China,2.3432,0,0,16.659,4.2037,0,1.332,0,0,0,2.0414,0.006,1.3042,0.1832,11.4348,0,0.1781,4.3839,0.7662,0.0081,0,0.8618,51.0525,2.238,0.0719,64.5716,0,0,0,51.0906,0,0,0,0,0,0,0,0.0026,0,0.0176,1.7374,1.8344,0.501,0,0,0,0,0,0,10.3390/molecules23051096,"pepper, black currants, prunes and blackberries, dark chocolate, cloves, tobacco and licorice",1,1,0,1,0,0,0,0,1,0
Longting Vineyard,Cabernet Franc,2016,Loess Plateau, China,4.0097,0,0,30.8579,4.4774,0,1.4877,0,0,0,2.7966,0,2.8516,0.8058,31.4338,0,0.1251,6.2635,1.4569,0.0318,0,1.1487,55.2809,1.5695,0.1919,107.13,0,0,0,63.8607,0,0,0,0,0,0,0,0.014,0,0.0398,4.1132,4.0944,1.4835,0,0.0247,0,0,0,0,10.3390/molecules23051096,"Fruity aromas of blackcurrant, wet seeds, fresh leaves and earthy undertones",1,0,0,0,0,1,0,0,0,0
Fernand Cina,Cabernet Franc,2016,Loess Plateau, China,3.0643,0,0,21.5729,5.6466,0,1.2077,0,0,0,2.9004,0.0134,1.5593,0.7912,30.6005,0,0.1549,5.7418,1.123,0.0369,0,1.2005,67.4586,2.0515,0.0889,123.7568,0,0,0.2658,64.6276,0,0,0,0,0,0,0,0.0051,0,0.0033,3.961,3.8751,1.4041,0,0,0,0,0,0,10.3390/molecules23051096,"Blackberry, light note of mocha, fruity, paprika, pepper, wild berries",1,0,0,1,1,1,0,0,0,0
Radio Boca,Verdejo,2019,,Spain,0,0,0,0,0,0,10.46,0,0,0,0,0,21.34,0,136.93,0,3.41,4.72,4.68,3.56,0,1.12,0,62.44,0,0,0,0.17,5.71,8.97,0,0,0,0,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"lemon blossom, ripe apple, notes of peach, mineral",0,0,0,0,1,1,0,0,0,0
Albarino de Fefinanes,Albarino,2019,,Spain,0,0,0,0,0,0,10.31,0,0,0,0,0,20.21,0,95.92,0,1.8,4.72,8.4,1.97,0,1.32,0,26.5,0,0,0,0.38,4.31,6.83,0,0,0,0,0,0.45,0,0.74,0,0,0,0,18.29,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"lemon, orange zest, pineapple and melon, oak, fresh, fruity, tart and smoky",0,1,1,0,1,1,0,0,0,0
Chan de Lume,Albarino,2019,,Spain,0,0,0,0,0,0,11.5,0,0,0,0,0,20.37,0,76.97,0,0.63,3.74,20.74,0.78,0,0.72,0,11.96,0,0,0,0.1,5.05,9.18,0,0,0,0,0.54,0,0,0,3.49,0,0,0,29.81,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,tropical and citrus fruits,0,0,0,0,1,1,0,0,0,0
Val do Galir,Godello,2019,,Spain,0,0,0,0,0,0,12.04,0,0,0,0,0,18.85,0,96.23,0,0.73,5.48,33.59,0.88,0,1.19,0,16.53,0,0,0,0.32,5.72,9.27,0,0,0,0,0,0,0,0,0,0,0,0,19.11,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"mineral, fruity and floral, herbs and citrus zest",1,0,0,0,1,1,0,0,0,1
Rio de la Luna,Tempranillo,2019,,Spain,0,0,0,0,0,0,8.8,0,0,0,0,0,11.72,0,89.49,0,0.43,1.06,33.92,0.53,0,0.21,0,4.43,0,0,0,0.38,3.61,4.39,0,0,0,0,0.54,0,0,0,0,0,0,0,21.19,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"Light, airy, fresh, fruity, delicate violets and candies, roses and strawberries",0,0,0,1,0,1,0,0,0,1
Muelle,Garnacha,2019,,Spain,0,0,0,0,0,0,6.57,0,0,0,0,0,12.49,0,116,0,1.79,1.69,6.2,1.7,0,0.17,0,29.5,0,0,0,0.13,6.01,7.93,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"ripe red berries, raspberries, strawberries, white flowers, fresh, elegant, harmonious, balanced, fruity, acidity",0,0,0,1,0,1,0,0,0,1
Baron Fernand,Tempranillo,2019,,Spain,0,0,0,0,0,0,8.91,0,0,0,0,0,26.59,0,197.18,0,0.99,1.79,62.02,0.92,0,0.4,0,11.81,0,0,0,0.74,3.39,4.22,0,0,0,0,0,0,0,0.75,0,0,0,0,15.1,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"expressive aroma, fruity, berry and spicy tones, tannins",1,0,0,1,0,1,0,0,0,0
Marques de Murrieta,"Tempranillo, Graciano, Mazuelo",2019,,Spain,0,0,0,0,0,0,10.3,0,0,0,0,0,26,0,201.2,0,0.17,0.99,134.21,1.01,0,0.25,0,3.45,0,0,0,0.1,2.31,2.84,0,0,0,0,0,0.23,1.21,1.33,1.45,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"The aroma is medium intensity, persistent and clear, with fruity notes with an accent of plum, spices, dried cherries and prunes, cinnamon, cloves, black pepper, coffee beans and leather, sun-dried tomatoes, caramelized, cigar smoke, licorice and belly.",1,1,0,1,0,1,0,1,0,0
Caballero Medieval,Tempranillo,2019,,Spain,0,0,0,0,0,0,10.13,0,0,0,0,0,17.93,0,392.81,0,0.15,0.73,149.33,0.66,0,0.1,0,3.84,0,0,0,0,2.59,3.13,0,0,0,0,0.13,0,0,0,1.55,0,0,0,20.19,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,"The bright, rich, fresh aroma of the wine is filled with tones of red fruit",0,0,0,0,0,1,0,0,0,0
Alaris,Tempranillo,2019,,Spain,0,0,0,0,0,0,13.42,0,0,0,0,0,18.46,0,223.55,0,0.9,1.71,53.98,2.56,0,0.4,0,40.78,0,0,0,0,3.97,4.82,0,0,0,0,0,0.14,0,0.6,4.42,0,0,0,15.41,0,0,0,0,0,0,10.1016/j.foodres.2019.03.030,black fruits and wild berries,0,0,0,1,0,1,0,0,0,0
Oxford Landing,Chardonnay,2003,Padthaway, Australia,0,51,0,0,0,0,0,0,20,96,20,0,0,0,14,0,0.048,0.6,0,0.193,0,0.8,0,0,0,38,0,0,0.111,0.362,0,0,0,0,0,0,0,0,0,0,3.6,3.7,2.6,0,1.5,0.9,0,0,0,10.1016/j.foodchem.2012.06.127,"fresh stone fruit, grapefruit and lemon, oak, citrus fruit, mineral",0,0,1,0,1,1,0,0,0,0
The Stump Jump,Chardonnay,2003,Padthaway, Australia,0,22,0,0,0,0,0,0,46,202,32,0,0,0,46,0,0.073,1.2,0,0.437,0,2.5,0,0,0,46,0,0,0.274,0.507,0,0,0,0,0,0,0,0,0,0,2.9,4.7,2.7,0,1.5,1.3,0,0,0,10.1016/j.foodchem.2012.06.127,"citrus fruits, flowers, white peach and nectarine, hints of pear, tropical",0,0,0,0,1,1,0,0,0,1
DB Family Selection,Chardonnay,2003,Padthaway, Australia,0,21,0,0,0,0,0,0,44,196,34,0,0,0,46,0,0.07,0.7,0,0.443,0,0.5,0,0,0,40,0,0,0.228,0.44,0,0,0,0,0,0,0,0,0,0,2.6,4.3,1.7,0,1.5,2.1,0,0,0,10.1016/j.foodchem.2012.06.127,"light stone fruits and ripe pear, oak",0,0,1,0,0,1,0,0,0,0
The Accomplice,Chardonnay,2003,Padthaway, Australia,0,15,0,0,0,0,0,0,63,252,37,0,0,0,46,0,0.034,0.6,0,0.202,0,0.7,0,0,0,41,0,0,0.205,0.376,0,0,0,0,0,0,0,0,0,0,2.2,2.8,1.2,0,1.2,1.9,0,0,0,10.1016/j.foodchem.2012.06.127,"tropical and stone fruits, lemon zest, salted butter and wood smoke",0,1,1,0,1,1,0,0,0,0
Hanzel,Hibernal,2020,Lednice, Czech,0.55,0,0,7.28,6.55,0,0,0,0,0,0,0,1.23,335.3,14.73,0,0.13632,0,0.25,0.1701,1.12,0.22186,270.25,1.53441,0,23.02,0,0.07388,0.19115,0.45938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3390/molecules27010235,"tropical fruit remind passion fruit, mango or lime, exotic fruit, litchi, kiwi or mango, Riesling-type acid.",0,0,0,0,1,1,0,0,0,0
Havran Hibernal,Hibernal,2020,Lednice, Czech,0.47,0,0,8.51,12.22,0,0,0,0,0,0,0,1.14,677.92,25.82,0,0.07167,0,0.69,0.16895,2.52,0.29539,277.74,0.69867,0,33.28,0,0.03727,0.1508,0.34704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3390/molecules27010235,"delicate, floral, spicy, fresh, citrus, lime, passion fruit",1,0,0,0,1,1,0,0,0,1
Dundee Hills,Pinot noir,2018,Lafayette,USA,0,11.5,0,23,0,0,0,0,0,0,0,0,3.1,0,39.5,0,0.0064,0.0553,0,0.0257,0,27.1,341,0.386,0.0068,57.4,0,0.0053,0.072,0.183,0,0,0,0,0.0038,0.0084,0.0091,0.0116,0.0269,0,0.395,0.902,0.269,0,0,0,0,0,0,10.3390/molecules27144520,"rose petal, lilac, cherry, cranberry and clove, undergrowth and black tea and pronounced notes of pomegranate",1,0,0,1,0,0,0,0,0,1
Bien Nacido Vineyard,Pinot noir,2018,Lafayette,USA,0,11.9,0,21.9,0,0,0,0,0,0,0,0,2.5,0,41.9,0,0.006,0.0561,0,0.0273,0,24,378,0.364,0.0047,54.4,0,0.0052,0.0699,0.165,0,0,0,0,0.004,0.0096,0.0051,0.0116,0.0264,0,0.4,0.89,0.251,0,0,0,0,0,0,10.3390/molecules27144520,"wild cherry, licorice, earth, clove and leather",1,0,0,1,0,0,0,0,0,0
Nicolas-Jay,Pinot noir,2019,Lafayette,USA,0,0,0,37,0,0,0,0,0,0,0,0,8.8,0,27.5,0,0.009,0.0729,0,0.0201,0,35.6,123,0.391,0.0117,32.1,0,0.0611,0.0846,0.235,0,0,0,0,0.0045,0.0077,0.003,0.0257,0.0029,0,1.226,0.772,0.141,0,0,0,1.2,0,0,10.3390/molecules27144520,"raspberries, blackberries and cherries, allspice and white pepper, rose petal and cloves. mineral, with red berries, spices and cedar",1,0,1,1,0,0,0,0,0,1
Avni,Pinot noir,2019,Lafayette,USA,0,0,0,32.5,0,0,0,0,0,0,0,0,10.6,0,35,0,0.0086,0.0813,0,0.0218,0,29.5,128,0.481,0.0126,32.4,0,0.0716,0.0927,0.219,0,0,0,0,0.0049,0.0093,0.0038,0.0255,0.0036,0,1.352,0.837,0.143,0,0,0,1.4,0,0,10.3390/molecules27144520,"unripe red berries, spices, undergrowth and hot stones",1,0,0,1,0,0,0,0,0,0
Cellar Selection,Sauvignon Blanc,2018,Leyda Valley, Chile,0,0,0,0,0,32.457,0,0,0,0,0,0,1.2753,0.0683,17.664,0,5.39454,2.26188,0.04039,4.94758,0,0.8108,110.845,85.474,0,0,0,0,0.80803,10.75,0,0,0,0,0.00735,0,0.04405,0,0,0,3.71025,5.80819,2.14184,0,0,0,0,0,0,10.3390/molecules26030554,"refreshing aroma with hints of grapefruit, peach and jalapeno, lime, white pepper and sea salt",1,0,0,0,1,1,0,0,0,0
Alicura,Sauvignon Blanc,2018,Leyda Valley, Chile,0,0,0,0,0,33.883,0,0,0,0,0,0,1.05,0.06732,15.665,0,4.59729,1.93185,0.03679,3.8442,0,0.45727,111.657,74.822,0,0,0,0,0.6996,9.707,0,0,0,0,0.00766,0,0.04352,0,0,0,3.78041,5.44826,0.62851,0,0,0,0,0,0,10.3390/molecules26030554,"fruity, melon, yellow plum, orange, tangerine and apricot",1,0,0,0,1,1,0,0,0,0
Annie,Sauvignon Blanc,2018,Leyda Valley, Chile,0,0,0,0,0,27.862,0,0,0,0,0,0,1.08408,0.07566,10.779,0,5.56626,2.27679,0.03097,4.16425,0,0.70549,113.832,91.334,0,0,0,0,0.83261,10.669,0,0,0,0,0.00727,0,0.04157,0,0,0,5.16274,5.85482,1.79336,0,0,0,0,0,0,10.3390/molecules26030554,"herbs, pineapple, white flowers and minerals",1,0,0,0,0,1,0,0,0,1
La Joya,Sauvignon Blanc,2018,Leyda Valley, Chile,0,0,0,0,0,31.451,0,0,0,0,0,0,0.99041,0.05408,10.931,0,3.38221,1.69713,0.03327,2.82348,0,0.34161,109.864,59.224,0,0,0,0,0.55619,8.912,0,0,0,0,0.00711,0,0.04157,0,0,0,3.21151,2.80026,0.50048,0,0,0,0,0,0,10.3390/molecules26030554,"gooseberries, green apples, citrus fruits, blackcurrant buds, field herbs and flowers",1,0,0,1,1,1,0,0,0,1
Sanvito,Nero d’Avola,2017,Sicily, Italy,0.00051,8.00E-05,0,0.00025,0.00185,0.00131,6.00E-05,0,0,0,0,0,0.00135,9.00E-05,0,6.00E-05,5.00E-05,0.01106,0.0112,0.00041,0,0.00101,0.0373,0.00303,0.00022,0.0122,0,0,0.00088,0.00736,0.0006,0,0,0,0.00036,0.00026,0,0,0,0,0.00019,0.00057,8.00E-05,0,0.00029,0,0,0,0,10.1016/j.foodchem.2017.07.116,"harmonious aroma woven from notes of cherry, blueberry, spices and minerals",1,0,0,1,0,0,0,0,0,0
Zisola,Nero d’Avola,2017,Sicily, Italy,0.00039,0.00011,0,0.00017,0.00617,0.00188,0,0,0,0,0,0,0.00116,0.00089,0,0.00049,1.00E-05,0.0105,0.0177,0.00049,0,0.00152,0.0635,0.00073,0.00015,0.00423,0,0,0.00031,0.00257,0.00015,0,0,0,0.00033,0.00024,0,0,0,0,0.00056,0.00119,9.00E-05,0,0.00048,0,0,0,0,10.1016/j.foodchem.2017.07.116,"ripe red fruits, orange zest and sweet spices",1,0,0,0,1,1,0,0,0,0
